업소명,소재지,영업장면적,전화번호,업태명,데이터기준일자
광양캔사스시티,제주특별자치도 제주시 서광로32길 19 ,115.15,064-726-5747,호프/통닭,2021-02-23
괸당집노형점,제주특별자치도 제주시 수덕11길 40 ,76.44,064-713-1045,호프/통닭,2021-02-23
교촌치킨 용담삼도점,제주특별자치도 제주시 용화로 40,71.01,064-745-0991,호프/통닭,2021-02-23
교촌치킨노형점,제주특별자치도 제주시 월랑로 35,57,,호프/통닭,2021-02-23
교촌치킨도두해안도로점,제주특별자치도 제주시 서해안로 160-1,66,,호프/통닭,2021-02-23
교촌치킨아라이도점,제주특별자치도 제주시 승천로 51,66.04,,호프/통닭,2021-02-23
교촌치킨아라점,제주특별자치도 제주시 중앙로 596,121,,호프/통닭,2021-02-23
구공,제주특별자치도 제주시 광양14길 14,111.8,064-723-2356,호프/통닭,2021-02-23
국물닭발집,제주특별자치도 제주시 중앙로 195-2,69.89,,호프/통닭,2021-02-23
국수데이,제주특별자치도 제주시 애월읍 하광로 38,110.87,064-746-2772,호프/통닭,2021-02-23
군산야식,제주특별자치도 제주시 서사로 105,106.44,,호프/통닭,2021-02-23
굽네치킨한림점,제주특별자치도 제주시 한림읍 한림상로 158-1,49.71,,호프/통닭,2021-02-23
권주가,제주특별자치도 제주시 천수로 82,28.93,064-702-1122,호프/통닭,2021-02-23
그냥술집,제주특별자치도 제주시 진동로1길 13,33.4,,호프/통닭,2021-02-23
그냥호프,제주특별자치도 제주시 용담로 29-1 ,43.97,064-721-3140,호프/통닭,2021-02-23
금잔디,제주특별자치도 제주시 애월읍 애월로 119 ,53,,호프/통닭,2021-02-23
기분,제주특별자치도 제주시 만덕로 9,59.16,,호프/통닭,2021-02-23
기차역,제주특별자치도 제주시 다랑곶4길 20 ,44.5,,호프/통닭,2021-02-23
기찬밥상,제주특별자치도 제주시 애월읍 광성로 293,35.55,064-748-1818,호프/통닭,2021-02-23
긴자,제주특별자치도 제주시 신광로8길 30-1 ,38,,호프/통닭,2021-02-23
김마리,제주특별자치도 제주시 광양14길 17-10 ,48.96,,호프/통닭,2021-02-23
김삿갓도쉬어간주막,제주특별자치도 제주시 월랑로4길 31,64,,호프/통닭,2021-02-23
김창민씨네식당외도점,제주특별자치도 제주시 우정로18길 12,53.07,,호프/통닭,2021-02-23
까투리광양점,제주특별자치도 제주시 중앙로 184 ,33.6,,호프/통닭,2021-02-23
까투리꼬치구이태양점,제주특별자치도 제주시 신대로10길 22 ,49,064-748-9282,호프/통닭,2021-02-23
까투리꼬치구이행복점,제주특별자치도 제주시 고마로 58 ,32.77,064-758-0214,호프/통닭,2021-02-23
까투리시민점,제주특별자치도 제주시 중앙로 137,46.13,064-726-9442,호프/통닭,2021-02-23
까투리행운점,제주특별자치도 제주시 도령로13길 9 ,83.64,064-743-7134,호프/통닭,2021-02-23
까투리화북주공점,제주특별자치도 제주시 동화로1길 45-12 ,29.68,,호프/통닭,2021-02-23
깜보식당,제주특별자치도 제주시 서광로26길 12 ,46.99,,호프/통닭,2021-02-23
꼬꼬쉐프,제주특별자치도 제주시 진동로5길 9,56.93,,호프/통닭,2021-02-23
꼬끼오옛날통닭,제주특별자치도 제주시 한림읍 한림중앙로 18,26,064-796-7765,호프/통닭,2021-02-23
꼬들목살집,제주특별자치도 제주시 진군중길 26 ,23.96,,호프/통닭,2021-02-23
꼬지사께아라점,제주특별자치도 제주시 중앙로 576,38.8,,호프/통닭,2021-02-23
꼬추,제주특별자치도 제주시 오복4길 10,66.88,,호프/통닭,2021-02-23
꼬치캠퍼스,제주특별자치도 제주시 고마로 54 ,39.22,064-752-6007,호프/통닭,2021-02-23
꼬치타운,제주특별자치도 제주시 서광로 155,28.5,064-755-9212,호프/통닭,2021-02-23
꼬치파티,제주특별자치도 제주시 중앙로 135,36.1,064-702-6339,호프/통닭,2021-02-23
꼬치포인트이도점,제주특별자치도 제주시 고산동산5길 34-1 ,42.9,064-724-9792,호프/통닭,2021-02-23
꼬친닭,제주특별자치도 제주시 신산로 51-1 ,53.39,064-758-0129,호프/통닭,2021-02-23
꽃분이네옛날통닭,제주특별자치도 제주시 오일장서길 26,32,,호프/통닭,2021-02-23
나눔마당,제주특별자치도 제주시 사장길 12,17.25,064-744-9088,호프/통닭,2021-02-23
나니와,제주특별자치도 제주시 연동3길 36 ,74.8,064-746-1874,호프/통닭,2021-02-23
나도가수다,제주특별자치도 제주시 서해안로 216,229,064-711-3730,호프/통닭,2021-02-23
나룻배,제주특별자치도 제주시 연삼로 543,52.38,064-721-5797,호프/통닭,2021-02-23
나르샤,제주특별자치도 제주시 광양13길 8 ,43.43,,호프/통닭,2021-02-23
나름,제주특별자치도 제주시 서광로32길 29-1,67.26,,호프/통닭,2021-02-23
나주닭집용담점,제주특별자치도 제주시 용화로 34,42.24,,호프/통닭,2021-02-23
남다른,제주특별자치도 제주시 정존15길 33 ,72.36,064-713-9983,호프/통닭,2021-02-23
남매포차,제주특별자치도 제주시 신산로 34-1 ,71.44,064-724-6309,호프/통닭,2021-02-23
남문숯불바베큐도두점,제주특별자치도 제주시 서해안로 154,76.46,,호프/통닭,2021-02-23
남문숯불바베큐앤치킨정실점,제주특별자치도 제주시 아연로 149,85.32,,호프/통닭,2021-02-23
남문숯불바베큐엔치킨도남점,제주특별자치도 제주시 도남로 45 ,105.96,064-758-1568,호프/통닭,2021-02-23
남문숯불바베큐엔치킨조수점,제주특별자치도 제주시 한경면 용금로 516,108,064-722-9201,호프/통닭,2021-02-23
남문숯불바베큐치킨아라점,제주특별자치도 제주시 아란7길 11,67.32,,호프/통닭,2021-02-23
남문회센타,제주특별자치도 제주시 일주동로 195 ,98.6,,호프/통닭,2021-02-23
남성로치킨하우스삼화점,제주특별자치도 제주시 건주로3길 19,59.84,064-755-1239,호프/통닭,2021-02-23
남원양꼬치,제주특별자치도 제주시 도남로 15 ,148.99,064-755-1354,호프/통닭,2021-02-23
내가찾은맛고을,제주특별자치도 제주시 진남로8길 39 ,34,,호프/통닭,2021-02-23
내나이가어때서,제주특별자치도 제주시 우령6길 73 ,70.08,064-713-6166,호프/통닭,2021-02-23
내일로가는마차,제주특별자치도 제주시 진남로6길 40 ,28.55,064-725-9966,호프/통닭,2021-02-23
네네치킨연동점,제주특별자치도 제주시 삼무로 82 ,51.83,,호프/통닭,2021-02-23
네네치킨피자봉개점,제주특별자치도 제주시 번영로 521-1,87.56,,호프/통닭,2021-02-23
노가리앤비어삼화지구점,제주특별자치도 제주시 건주로4길 10-4,87.16,,호프/통닭,2021-02-23
노가리앤비어이도일동점,제주특별자치도 제주시 동광로 39,59.5,,호프/통닭,2021-02-23
노가리앤비어한라대점,제주특별자치도 제주시 1100로 3213-27,123.17,,호프/통닭,2021-02-23
노가리엔비어한림점,제주특별자치도 제주시 한림읍 한림상로 105,102.3,064-796-7357,호프/통닭,2021-02-23
노가리점빵,제주특별자치도 제주시 고마로 38,51.41,064-726-0528,호프/통닭,2021-02-23
노란주전자,제주특별자치도 제주시 수덕5길 6 ,47.04,,호프/통닭,2021-02-23
노랑통닭삼화점,제주특별자치도 제주시 화삼북로 63,68.85,,호프/통닭,2021-02-23
노랑통닭아라점,제주특별자치도 제주시 중앙로 490,59.34,,호프/통닭,2021-02-23
노랑통닭외도점,제주특별자치도 제주시 우정로11길 13,115,,호프/통닭,2021-02-23
노량진수산,제주특별자치도 제주시 신성로 84-1 ,87.1,064-755-9897,호프/통닭,2021-02-23
노형그때그집,제주특별자치도 제주시 월랑로10길 27 ,119.1,,호프/통닭,2021-02-23
노형사쿠라,제주특별자치도 제주시 원노형6길 18 ,72.06,064-747-7793,호프/통닭,2021-02-23
노형삼다오리,제주특별자치도 제주시 월랑로4길 31 ,115,064-747-5592,호프/통닭,2021-02-23
노형삼조삼계탕,제주특별자치도 제주시 다랑곶4길 29 ,65.42,064-748-5850,호프/통닭,2021-02-23
노형옛날통닭케이마트점,제주특별자치도 제주시 정존11길 36,12.5,064-711-8892,호프/통닭,2021-02-23
노형주점,제주특별자치도 제주시 다랑곶길 19 ,49.84,,호프/통닭,2021-02-23
논짓물,제주특별자치도 제주시 신대로12길 41 ,28.62,064-747-2585,호프/통닭,2021-02-23
놀부촌,제주특별자치도 제주시 다랑곶길 19 ,46.84,,호프/통닭,2021-02-23
농협목우촌또래오래치킨한화점,제주특별자치도 제주시 명림로 575-107,20.37,,호프/통닭,2021-02-23
누나닭오빠왕꼬치,제주특별자치도 제주시 고산동산5길 19,70.76,,호프/통닭,2021-02-23
누나홀닭함덕점,제주특별자치도 제주시 조천읍 신북로 543,141.95,064-783-9998,호프/통닭,2021-02-23
늘솜,제주특별자치도 제주시 서광로2길 11-20 ,39,064-756-3536,호프/통닭,2021-02-23
늘조아쏘맥,제주특별자치도 제주시 연삼로 542 ,40.65,,호프/통닭,2021-02-23
니꼬내꼬,제주특별자치도 제주시 광양4길 7,59.07,064-726-2260,호프/통닭,2021-02-23
다노시,제주특별자치도 제주시 수덕7길 43,36.06,064-746-0924,호프/통닭,2021-02-23
다람쥐와도토리,제주특별자치도 제주시 수덕11길 38 ,75.46,,호프/통닭,2021-02-23
다미야,제주특별자치도 제주시 원노형6길 24,187.33,064-711-9253,호프/통닭,2021-02-23
다온얏트,제주특별자치도 제주시 동광로1길 32,55.99,064-759-9980,호프/통닭,2021-02-23
다옴,제주특별자치도 제주시 오복4길 9,63,,호프/통닭,2021-02-23
다이닝펍미인,제주특별자치도 제주시 서광로32길 29,109.84,064-759-3939,호프/통닭,2021-02-23
다트바블스,제주특별자치도 제주시 광양8길 6 ,181.94,064-759-5559,호프/통닭,2021-02-23
단또,제주특별자치도 제주시 신성로13길 32 ,69.3,064-712-7465,호프/통닭,2021-02-23
달료포차,제주특별자치도 제주시 신광로8길 6 ,33,064-744-5632,호프/통닭,2021-02-23
달마루,제주특별자치도 제주시 달마루길 20,194.51,064-749-1002,호프/통닭,2021-02-23
달밤포차,제주특별자치도 제주시 고마로 10-1,39,064-722-9257,호프/통닭,2021-02-23
달빛,제주특별자치도 제주시 천수로 68,34.86,064-753-9799,호프/통닭,2021-02-23
달빛사랑채,제주특별자치도 제주시 연동4길 6-2 ,88.23,064-742-1388,호프/통닭,2021-02-23
달빛주막,제주특별자치도 제주시 정존9길 37 ,28.14,,호프/통닭,2021-02-23
달아놀자,제주특별자치도 제주시 백두2로29,42.72,064-746-5399,호프/통닭,2021-02-23
달팽이로봇,제주특별자치도 제주시 한림읍 한림로 649-1,28.12,,호프/통닭,2021-02-23
닭다리먹고맴맴,제주특별자치도 제주시 구좌읍 세화1길 34,82,,호프/통닭,2021-02-23
담,제주특별자치도 제주시 삼무로9길 39 ,83.76,064-747-2732,호프/통닭,2021-02-23
당그네,제주특별자치도 제주시 선덕로 13 ,44.72,064-747-9626,호프/통닭,2021-02-23
대란갈비,제주특별자치도 제주시 도남로 19 ,113.62,064-723-5206,호프/통닭,2021-02-23
대마족발,제주특별자치도 제주시 신대로10길 41,80.95,,호프/통닭,2021-02-23
대박집,제주특별자치도 제주시 국기로1길 15 ,37.72,064-711-0508,호프/통닭,2021-02-23
더막스,제주특별자치도 제주시 진동로5길 34 ,93.63,,호프/통닭,2021-02-23
더바나나,제주특별자치도 제주시 신대로16길 42,380.16,064-749-9233,호프/통닭,2021-02-23
더부즈제주,제주특별자치도 제주시 노형11길 5-4,72.78,,호프/통닭,2021-02-23
덩,제주특별자치도 제주시 월랑북길 42 ,51.48,064-711-9281,호프/통닭,2021-02-23
데코보코,제주특별자치도 제주시 관덕로17길 15 ,43.31,,호프/통닭,2021-02-23
델라,제주특별자치도 제주시 신대로14길 30 ,28.95,064-744-7715,호프/통닭,2021-02-23
델리퀸도남점,제주특별자치도 제주시 도남로 47,37.29,,호프/통닭,2021-02-23
도깨비방망이,제주특별자치도 제주시 한림읍 한림상로 208,66,,호프/통닭,2021-02-23
도남43번가,제주특별자치도 제주시 도남로 43 ,27.54,064-724-5792,호프/통닭,2021-02-23
도남그집,제주특별자치도 제주시 독짓골2길 9 ,41.34,,호프/통닭,2021-02-23
도남포차,제주특별자치도 제주시 도남로 14-1 ,26.91,,호프/통닭,2021-02-23
도담치킨서사라점,제주특별자치도 제주시 서광로13길 22,50.12,064-725-9998,호프/통닭,2021-02-23
도두포차,제주특별자치도 제주시 서해안로 146,101,,호프/통닭,2021-02-23
도모다찌,제주특별자치도 제주시 정존3길 6 ,118.28,064-747-0871,호프/통닭,2021-02-23
도심속으로,제주특별자치도 제주시 남광북1길 29-1 ,111.74,064-751-8080,호프/통닭,2021-02-23
도큐하우스화북점,제주특별자치도 제주시 진동로 27-1 ,71.01,064-725-9500,호프/통닭,2021-02-23
돈돼지국밥,제주특별자치도 제주시 도남로 14 ,36.64,064-755-8569,호프/통닭,2021-02-23
돈치킨애월점,제주특별자치도 제주시 애월읍 애월로11길 23-1,72,064-799-9279,호프/통닭,2021-02-23
돌갱이네집,제주특별자치도 제주시 한림읍 한림로 329-6,124.57,,호프/통닭,2021-02-23
돌담넘는고양이,제주특별자치도 제주시 구좌읍 해맞이해안로 2478,151.3,,호프/통닭,2021-02-23
돌체라이브호프,제주특별자치도 제주시 서사로 113,65.8,,호프/통닭,2021-02-23
동근이숯불두마리치킨,제주특별자치도 제주시 연삼로 12,44.2,,호프/통닭,2021-02-23
동근이숯불두마리치킨삼화점,제주특별자치도 제주시 일주동로 264,45.36,064-721-8988,호프/통닭,2021-02-23
동네마당,제주특별자치도 제주시 노연로 148 ,79.58,064-747-8589,호프/통닭,2021-02-23
동동전,제주특별자치도 제주시 진군길 56 ,28.56,064-743-9245,호프/통닭,2021-02-23
동문카페,제주특별자치도 제주시 중앙로 26,99.41,064-726-2107,호프/통닭,2021-02-23
동아리꼬치구이도남대림점,제주특별자치도 제주시 도남로8길 3,31.82,064-723-0892,호프/통닭,2021-02-23
동아리꼬치구이뜨래별점,제주특별자치도 제주시 구남로7길 25,70.14,,호프/통닭,2021-02-23
동아리꼬치구이신산점,제주특별자치도 제주시 신산로 21 ,30,064-752-9295,호프/통닭,2021-02-23
동아리꼬치구이오라점,제주특별자치도 제주시 서사로 165 ,53,064-753-5801,호프/통닭,2021-02-23
동아리꼬치구이용담점,제주특별자치도 제주시 용담로 79 ,36.96,064-711-3044,호프/통닭,2021-02-23
동아리꼬치구이일도점,제주특별자치도 제주시 연삼로 507 ,47.38,064-722-2454,호프/통닭,2021-02-23
동아리봉개점,제주특별자치도 제주시 번영로 487 ,38.4,064-721-8892,호프/통닭,2021-02-23
동아리이도아람점,제주특별자치도 제주시 중앙로 270-5 ,65.25,064-727-9288,호프/통닭,2021-02-23
동아리한라점,제주특별자치도 제주시 서광로 237-1 ,34.36,064-752-9415,호프/통닭,2021-02-23
동아리화북주공점,제주특별자치도 제주시 동화로 6 ,25.9,064-755-5092,호프/통닭,2021-02-23
동우통닭,제주특별자치도 제주시 복지로 72,73.16,,호프/통닭,2021-02-23
두남자이야기,제주특별자치도 제주시 삼무로 77 ,49.5,064-747-7771,호프/통닭,2021-02-23
두다리,제주특별자치도 제주시 남성로 101,24.13,064-756-9324,호프/통닭,2021-02-23
둥지,제주특별자치도 제주시 신대로14길 50,80.33,,호프/통닭,2021-02-23
드리켜비어,제주특별자치도 제주시 신설로2길 2,76,,호프/통닭,2021-02-23
디디치킨연동점,제주특별자치도 제주시 국기로 43,69.44,,호프/통닭,2021-02-23
디딤돌공간,제주특별자치도 제주시 달마루길 20-1 ,77.95,064-744-8823,호프/통닭,2021-02-23
디저트테이블,제주특별자치도 제주시 한림읍 진질길 35,49.58,,호프/통닭,2021-02-23
따라비풍경,제주특별자치도 제주시 오복4길 19-1,24.32,064-758-1577,호프/통닭,2021-02-23
땅땅치킨삼도점,제주특별자치도 제주시 서사로 79,50.61,,호프/통닭,2021-02-23
