,alltag,contentsid,contentscd,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,phoneno,sbst,PHOTOSHARECOUNT,cate2cd,cate3cd,imgpath,thumbnailpath
24,"커플,친구,맑음,휴식/힐링,인피니티풀바,공용주차장,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,중국어,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,음료, 피자, 치킨 등,어린이 출입가능,가능",CNTS_200000000009051,음식점,바온탑,"제주특별자치도 서귀포시 안덕면 서광리 산 24, 신화관 제주신화월드 호텔 앤 리조트 1F 스카이풀 옆 바온탑","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 신화관 제주신화월드 호텔 앤 리조트 1F 스카이풀 옆 바온탑","커플,친구,맑음,휴식/힐링,인피니티풀바,음식,치킨,와인,감자튀김,식당",신화관 제주신화월드 호텔 앤 리조트 전경을 즐길 수 있는 인피니티 풀 바,811,0,0,2,0,0,0,0.0,33.3017501,126.3206458,064-908-2630,"바온탑은 신화관 스카이 풀에 위치해 있다. 
신화 워터파크와 제주 전경을 바라보며 드시는 스낵과 음료는 스카이풀 내에서의 달콤한 휴식을 선사한다.",0.0,양식,양식,https://api.cdn.visitjeju.net/photomng/imgpath/201908/13/68bb8641-34f9-4b74-9eb3-97945c920ac6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/13/48af2177-6c55-4efd-8185-0c82fe694441.jpg
25,"보말칼국수,보말죽,안심채움,맛있는제주만들기,음식,식당",CNTS_200000000013315,음식점,보말과풍경,제주특별자치도 서귀포시 대정읍 하모리 1411,제주특별자치도 서귀포시 대정읍 하모중앙로 17,"보말칼국수,보말죽,안심채움,맛있는제주만들기,음식,식당",2014년 호텔신라의 레시피 전수와 리모델링 지원을 통해 재개장한 ‘맛있는 제주만들기’ 4&7호점 식당이다. 모슬포 중앙시장에서 차로 3분 거리에 위치해 있어 모슬포항을 여행하는 여행객들이나 동네 주민들의 꾸준한 사랑을 받고 있다.,75,0,0,2,0,0,0,0.0,33.2266286,126.2528666,064-792-5400,,0.0,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/202205/31/a3934f41-7f10-4bca-b484-67a265091447.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/31/e6fb16f6-8d99-48bc-936a-4bba835316dc.JPG
26,"순대국밥,순대,백반집,한식,음식,순대국,고기국수,머리고기,막창구이",CNTS_000000000022409,음식점,현경식당,제주특별자치도 제주시 이도일동 1289-5,제주특별자치도 제주시 동광로1길 32,"순대국밥,순대,백반집,한식,음식,순대국,고기국수,머리고기,막창구이",푸짐한 양에 놀라고 깊은 맛에 놀라는 보성시장내 현경 식당.,656,0,0,0,0,0,0,,33.5032944,126.527915,064-757-9707,"현경시장은 제주 보성시장 내 순대국밥 식당들 사이에 위치하고 있다. 6천원대로 순대국밥을 즐길 수 있는 현경순대는 착한 가격에도 불구하고 푸짐한 양의 순대를 맛볼 수 있다. 시장 안에 자리한만큼 깔끔한 분위기를 기대할순 없으나, 왁자지껄한 시장 분위기에서 오랜시간 맛을 유지해온 순대국밥에 얼큰하게 취할 수 있다. ???????제주 재래시장 방문 중 푸짐한 한끼를 즐기고 싶다면 가봄직 하다.
",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8811f146-44c4-425c-8ec3-5d56d5d51a5f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9e238cc5-b088-4b23-8380-1881a9a64080.jpg
27,"횟집,물회,돔베고기,향토음식,음식,회,갈치조림,제주갈치조림,흑돼지,제육볶음,떡갈비,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,테이블 비치,쉬움,착한가격 업소",CONT_000000000501177,음식점,금뽕똘향토음식점,제주특별자치도 제주시 번영로 500 (봉개동),제주특별자치도 제주시 번영로 500 (봉개동),"횟집,물회,돔베고기,향토음식,음식,회,갈치조림,제주갈치조림,흑돼지,제육볶음,떡갈비",제주토속의 맛을 즐길 수 있는 착한가격업소,3546,1,0,26,4,0,0,,33.489517,126.5954,064-721-1111,"회, 물회 및 각종 해산물요리와 돔베고기 등을 제공하는 토속음식점으로 넓은 규모의 주차장을 완비하였고, 빔프로젝트 장비 및 음향시설을 구축하여 연회장, 세미나실 이용편의가 높은 곳 제주산 수산물을 비롯한 다양한 토산품도 판매하며 전국 배송 가능",,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/66d93f0e-21ae-4418-9296-864fb0cbc539.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/bdf306e0-0b3b-471d-8b6b-992145d1100b.jpg
28,"갈치조림,고등어조림,음식,갈치,제주갈치조림,생선조림,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움",CONT_000000000501251,음식점,바다잔치,제주특별자치도 제주시 탑동로 79,제주특별자치도 제주시 탑동로 79,"갈치조림,고등어조림,음식,갈치,제주갈치조림,생선조림","제주산 갈치, 고등어 요리를 전문으로 하는 제주 향토음식 모범음식점",2186,0,0,15,0,0,0,,33.51774,126.51693,064-702-8989,"쌀, 김치, 생선 등 주재료는 모두 국내산만 사용한다. 완전 개방된 주방에서 요리하는 모습을 직접 볼 수 있다.",,할랄프렌들리,할랄프렌들리,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f062211e-7e4b-4fec-bf61-199c0ff6f85e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/90f2deed-53e1-45ac-b4bb-53a3b9680510.jpg
29,"차슈덮밥,매운갈비찜,분식,김밥,음식,갈비,갈비찜,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501287,음식점,세자매식당,제주특별자치도 서귀포시 신서귀로 11 민우상가 102호(법환동),제주특별자치도 서귀포시 신서귀로 11 민우상가 102호(법환동),"차슈덮밥,매운갈비찜,분식,김밥,음식,갈비,갈비찜",매운맛 단계별 조절되는 매운갈비찜과 김밥 제공,2315,1,0,17,0,0,0,,33.25098,126.510124,064-739-9236,서귀포 시외버스터미널과 월드컵 경기장이 가까운 분식집이다. 일본식 돼지고기 수육인 차슈덮밥이 유명하다. 분식집이지만 매운 갈비찜도 맛있으며 양도 푸짐하다.,,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/62be211b-ed6d-47a0-8cb0-42c2881d9aa6.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2de63fdd-bba0-4eeb-a79e-1d184731243f.jpg
30,"두부,두부전골,두부정식,한식,음식,두부두루치기,청국장,갈비찜,비지찌개,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501347,음식점,정순화손두부,제주특별자치도 제주시 조천읍 북촌리 1586-1,제주특별자치도 제주시 조천읍 일주동로 1415,"두부,두부전골,두부정식,한식,음식,두부두루치기,청국장,갈비찜,비지찌개",다양한 두부메뉴를 즐길 수 있는 정순화 손두부,2167,0,0,7,0,0,0,,33.54495,126.68638,064-783-4900,"직접 만든 신선하고 담백한 두부  제주올레 19코스에서 약간 벗어나 함덕 서우봉해변을 지나면 제주 북촌에 위치한 정순화 손두부가 보인다. 이곳은 필하우스 펜션 아래에서 운영되는 음식점으로, 입구에는 제주의 자연을 떠오르게 하는 아름다운 야외정원과 차를 마실 수 있는 파고라가 비치되어 있다. 내부의 창가 자리에서는 제주의 정겨운 돌담과 채소밭이 눈에 보인다. 정순화 손두부에서는 손으로 직접 만든 신선하고 담백한 두부를 맛볼 수 있는데, 정갈하고 깔끔한 밑반찬이 메뉴들과 조화를 이룬다. 메뉴가 다양해서 얼큰한 맛을 원한다면 두부김치찌개나 두부전골을, 깔끔한 맛을 원한다면 두부정식 등 각자의 취향대로 선택할 수 있다. 또한 두부가 기본 재료로 들어가기 때문에 포만감을 느끼면서 부담 없는 한 끼로 손색없는 곳이다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201910/16/b8f85389-9761-4b1e-a5a1-674cea97c928.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/16/221f308e-5f08-44a4-9fe1-3d2e0436a979.jpg
31,"흑돼지,몸국,고기국수,보말국,두루치기,음식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,착한가격 업소",CONT_000000000501237,음식점,명문사거리식당,제주특별자치도 서귀포시 표선면 가시리 1893-1,제주특별자치도 서귀포시 표선면 중산간동로 5218,"흑돼지,몸국,고기국수,보말국,두루치기,음식",몸국이 인기인 한식당전문점 명문사거리식당,2125,0,0,9,0,0,0,,33.35289,126.77083,064-787-1121,"표선면을 지나는 중산간로에 위치한 명문사거리식당은 관광객들보다는 지역주민들이 즐겨찾는 식당이다. 메뉴는 흑돼지 고기, 두루치기, 순대, 수육, 몸국, 고기국수, 고기정식, 보말국 등 제주음식부터 친근한 한식메뉴가 주를 이루고 있다. 화려하지는 않지만 언제나 부담없이 먹을 수 있는 음식들로 지역식당의 평균적인 가격을 갖고 있다. 자칫하면 역한 냄새가 날 수 있는 몸국을 담백하게 잘 우려냈다. 테이블식과 좌식을 갖추고 있으며 표선해수욕장에서 승용차로 약 10분 거리에 위치한다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2f0acbd5-feb5-4b1f-a82c-c2b9064efcfc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a66fde1d-5a61-4cae-82f6-5533f477ca99.jpg
32,"삼계탕,닭곰탕,닭볶음탕,음식,백숙,닭똥집튀김,옻닭,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,아주 어려움,착한가격 업소",CONT_000000000501228,음식점,마중물삼계탕,제주특별자치도 제주시 서사로 62-3,제주특별자치도 제주시 서사로 62-3,"삼계탕,닭곰탕,닭볶음탕,음식,백숙,닭똥집튀김,옻닭",제주시 삼도일동에 위치한 착한가격업소 삼계탕 전문점,1850,0,0,0,0,0,0,,33.506916,126.51998,064-702-8250,"8,000원에 판매되는 착한 가격의 삼계탕 이외에도 닭곰탕, 닭볶음탕 등을 메뉴로 하고 있으며, 메뉴 포장이 가능한 곳이다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201910/02/0a4d26fc-bb41-4f69-8b49-37e64c592a34.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/02/b84acb1d-84a3-40c7-b311-2efd48c13c58.jpg
33,"횟집,복어,일식,음식,회,복어지리,복어요리,해산물,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움,착한가격 업소",CONT_000000000501230,음식점,만부정,제주특별자치도 제주시 연동 298-9,제주특별자치도 제주시 사장길 38,"횟집,복어,일식,음식,회,복어지리,복어요리,해산물",30년 전통의 복어요리 전문점,2032,0,0,9,0,0,0,,33.48196,126.49489,064-743-1119,"제주 도민과 관광객들에게 잘 알려진 맛집이며 상견례, 접대 등 항상 손님이 북적이는 곳이다. 제주 곶자왈의 돌로 지어져 외관에서부터 제주의 느낌이 물씬 풍겨온다. 1982년부터 꾸준한 사랑을 받고 있는 곳으로, 특히 복사시미 코스요리로 다양한 복어요리를 맛볼 수 있다. 사장님이 설명한대로 복어회에 더덕과 미나리를 올려 돌돌 말아 소스에 콕 찍어 먹으면 입에서 사르르 녹는다고 한다.",,일식,일식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d9683694-ba19-4b54-b1f0-b417180a8c7d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e146485f-e8dd-4cca-a0fd-9ecd9f69e062.jpg
34,"흑돼지,한식,고기국수,음식,오겹살,삼겹살,항정살,가브리살,흑돼지구이,돼지구이,김치찌개,된장찌개,냉면,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설",CONT_000000000501430,음식점,홍도니,제주특별자치도 제주시 오라이동 3158,제주특별자치도 제주시 연북로 187,"흑돼지,한식,고기국수,음식,오겹살,삼겹살,항정살,가브리살,흑돼지구이,돼지구이,김치찌개,된장찌개,냉면",주문과 동시에 터이블 앞에서 저울로 직접 중량 확인 해주는 믿을 수 있는 착한식당,1375,0,0,5,0,0,0,,33.4479443,126.5134221,064-752-1294,"연탄불로 굽는 고기의 맛이 일품인 식당

모든 육수를 흑돼지 사골을 이용,
홍도니의 모든 국수는 주문과 동시에 면을 직접 뽑은 생면만 사용하며 
저울로 고기 중량을 확인해주는 서비스도 제공한다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/eb7c0264-8d20-4aa8-82c2-6ef9538b2b63.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/cf149a6b-4e4e-4abb-9bbd-d27078c8b227.jpg
35,"삼치회,한식,향토음식,횟집,음식,회,광어회,소라,도미지리,초밥,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,착한가격 업소",CONT_000000000501195,음식점,다미회,제주특별자치도 제주시 동광로2길 9-4,제주특별자치도 제주시 동광로2길 9-4,"삼치회,한식,향토음식,횟집,음식,회,광어회,소라,도미지리,초밥",추자도 삼치회로 유명한 횟짐,1674,0,0,7,0,0,0,,33.500893,126.53096,064-722-0726,"흔히 볼 수 없는 추자도 삼치회가 유명한 다미회 삼치회는 고등어, 꽁치와 함께 등푸른 생선으로 DHA가 함유되어 기억력 증진, 암 예방에 효과적이라고 한다.정갈하고 깔끔한 반찬과 함께 맛보는 회는 특별한 추억을 선사할 것이다.",,일식,일식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/515213b0-4c3e-485a-928a-57fec281fb93.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f3f916a7-a118-410c-9f7c-67d825ce6a20.jpg
36,"커피,브런치,빙수,파스타,현금결제,카드결제,공용주차장,화장실,카드결제,현금결제,커피,파인애플 빙수, 빠네까르보나라 파스타, 제주돼지 립 돈가스",CNTS_200000000007198,음식점,이런날N,제주특별자치도 제주시 구좌읍 한동리 1358-4,제주특별자치도 제주시 구좌읍 한동북1길 60 A동 2층,"커피,브런치,빙수,파스타,음식,해물파스타,크림파스타,피자,화덕피자,고르곤졸라화덕피자,돈가스",해안도로에 위치하여 바다를 감상하며 여유를 즐길 수 있는 카페.,1751,0,0,6,5,0,0,0.0,33.5425546,126.8306515,070-4036-8013,"해안도로에 있는 카페이니만큼 이런날N은 카페 테라스에서 바로 바다를 감상할 수 있다. 옆 동네 행원리의 하얀 풍차와 함께 바다가 잔잔한 날은 물질하는 해녀도 볼 수 있다니 이만큼 완벽한 제주 여행이 있을까. 또한 이곳은 편안함과 휴식이라는 컨셉으로 펜션을 함께 운영하고 있어 펜션에서도 제주의 푸른 바다를 마음껏 볼 수 있다. 제주 동쪽 해변에 위치해 있어 펜션에서도 해돋이가 가능한 몇 안 되는 숨겨진 일출 명소이니 제주 여행 시 꼭 기억하자. 식사류 및 파인애플 빙수는 오후 4시까지 판매하고, 4시 이후부터는 간단한 음료만 제공하고 있다.",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201807/09/63026bb3-0805-427c-8ae1-3fe3a8ce7f1e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/09/0a47f70c-5362-46ec-9518-8596ec3a92b2.jpg
37,"카페,전복해물짬뽕,한식,음식,전복,비빔밥,들깨수제비,빙떡,착한가격 업소",CONT_000000000501186,음식점,꽃밭에서,제주특별자치도 제주시 516로 3157 라동 101호 (아라일동),제주특별자치도 제주시 516로 3157 라동 101호 (아라일동),"카페,전복해물짬뽕,한식,음식,전복,비빔밥,들깨수제비,빙떡","꽃밭에서 재배한 유기농 재료로 만든 웰빙 음식과 차, 커피가 있는 곳",1559,0,0,2,1,0,0,,33.455593,126.55068,064-759-0516,성판악 코스로 가는 길목의 마지막 맛집으로 별빛누리공원과 5분 거리에 위치한 곳으로 커피와 차를 판매하지만 두명이 도전하여 먹을 수 있는 2인용 매울신 전복해물짬뽕이 유명한 음식이다.,,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d4d57603-2054-4263-bd90-797e823b91cb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9258c080-31f8-4b80-8bd2-6f27f45f4361.jpg
